,online_order,order_status,brand_0,brand_1,brand_2,product_line_0,product_line_1,product_line_2,product_class_0,product_class_1,product_size,list_price,standard_cost,gender_0,gender_1,past_3_years_bike_related_purchases,wealth_segment,owns_car,tenure,property_valuation,transaction_date_days_since_first,transaction_date_month,transaction_date_day,transaction_date_day_week,date_product_first_sold_days_since_first,date_product_first_sold_year,date_product_first_sold_month,date_product_first_sold_day,date_product_first_sold_day_week,latitude,longitude,job_title_0,job_title_1,job_title_2,job_title_3,job_title_4,job_title_5,job_title_6,job_title_7,job_industry_category_0,job_industry_category_1,job_industry_category_2,job_industry_category_3,years_since_1st_DOB
16,False,0,1,1,0,0,0,1,0,1,1,1198.46,381.1,0,1,83.0,0,0,16.0,10.0,242,8,31,3,2886,1998,12,18,4,-33.779066310344824,151.2864063724138,0,0,0,0,0,1,0,0,0,0,0,1,26.39835728952772
17,True,0,0,0,1,0,0,1,0,1,2,1061.56,733.58,0,1,83.0,0,0,16.0,10.0,57,2,27,0,911,1993,7,22,3,-33.779066310344824,151.2864063724138,0,0,0,0,0,1,0,0,0,0,0,1,26.39835728952772
18,False,0,0,1,1,0,0,1,1,0,1,358.39,215.03,0,1,83.0,0,0,16.0,10.0,38,2,8,2,4743,2004,1,18,6,-33.779066310344824,151.2864063724138,0,0,0,0,0,1,0,0,0,0,0,1,26.39835728952772
19,False,0,0,0,1,0,0,1,0,1,2,1061.56,733.58,0,1,83.0,0,0,16.0,10.0,136,5,17,2,911,1993,7,22,3,-33.779066310344824,151.2864063724138,0,0,0,0,0,1,0,0,0,0,0,1,26.39835728952772
20,False,0,0,0,1,0,0,1,0,1,1,1945.43,333.18,0,1,83.0,0,0,16.0,10.0,137,5,18,3,4240,2002,9,2,0,-33.779066310344824,151.2864063724138,0,0,0,0,0,1,0,0,0,0,0,1,26.39835728952772
21,False,0,0,0,1,0,0,1,0,1,1,71.49,53.62,0,1,83.0,0,0,16.0,10.0,150,5,31,2,7986,2012,12,4,1,-33.779066310344824,151.2864063724138,0,0,0,0,0,1,0,0,0,0,0,1,26.39835728952772
22,True,0,0,0,1,0,0,1,1,0,2,1842.92,1105.75,0,1,83.0,0,0,16.0,10.0,43,2,13,0,1737,1995,10,26,3,-33.779066310344824,151.2864063724138,0,0,0,0,0,1,0,0,0,0,0,1,26.39835728952772
23,True,0,0,1,0,0,0,1,0,1,2,1765.3,709.48,1,0,29.0,1,1,2.0,7.0,273,10,1,6,8967,2015,8,12,2,-32.92248954444444,151.73100723333332,0,0,0,0,0,1,0,1,0,0,1,1,61.31690622861054
24,True,0,1,0,0,0,0,1,0,1,1,1292.84,13.44,1,0,29.0,1,1,2.0,7.0,23,1,24,1,4564,2003,7,23,2,-32.92248954444444,151.73100723333332,0,0,0,0,0,1,0,1,0,0,1,1,61.31690622861054
25,False,0,0,0,1,0,1,1,0,1,2,2083.94,675.03,1,0,29.0,1,1,2.0,7.0,168,6,18,6,5080,2004,12,20,0,-32.92248954444444,151.73100723333332,0,0,0,0,0,1,0,1,0,0,1,1,61.31690622861054
26,True,0,1,0,1,0,0,1,1,0,1,1458.17,874.9,1,0,29.0,1,1,2.0,7.0,219,8,8,1,6168,2007,12,13,3,-32.92248954444444,151.73100723333332,0,0,0,0,0,1,0,1,0,0,1,1,61.31690622861054
27,True,0,1,0,1,0,0,1,1,0,1,1458.17,874.9,1,0,29.0,1,1,2.0,7.0,180,6,30,4,3239,1999,12,6,0,-32.92248954444444,151.73100723333332,0,0,0,0,0,1,0,1,0,0,1,1,61.31690622861054
28,True,0,0,0,1,0,0,1,0,1,1,441.49,84.99,1,0,29.0,1,1,2.0,7.0,252,9,10,6,2211,1997,2,11,1,-32.92248954444444,151.73100723333332,0,0,0,0,0,1,0,1,0,0,1,1,61.31690622861054
29,True,0,1,0,0,0,0,1,0,1,1,60.34,45.26,1,0,29.0,1,1,2.0,7.0,46,2,16,3,293,1991,11,12,1,-32.92248954444444,151.73100723333332,0,0,0,0,0,1,0,1,0,0,1,1,61.31690622861054
30,False,0,0,1,0,0,0,1,0,1,1,230.91,173.18,1,0,29.0,1,1,2.0,7.0,288,10,16,0,4078,2002,3,24,6,-32.92248954444444,151.73100723333332,0,0,0,0,0,1,0,1,0,0,1,1,61.31690622861054
31,True,0,0,1,0,0,0,1,0,1,2,1812.75,582.48,1,0,29.0,1,1,2.0,7.0,90,4,1,5,7077,2010,6,9,2,-32.92248954444444,151.73100723333332,0,0,0,0,0,1,0,1,0,0,1,1,61.31690622861054
32,True,0,1,1,0,1,0,0,1,1,0,688.63,612.88,1,0,29.0,1,1,2.0,7.0,149,5,30,1,7411,2011,5,9,0,-32.92248954444444,151.73100723333332,0,0,0,0,0,1,0,1,0,0,1,1,61.31690622861054
33,True,0,0,1,0,0,1,0,0,1,1,1538.99,829.65,0,1,3.0,1,1,16.0,10.0,66,3,8,2,5772,2006,11,12,6,-33.75003701346499,150.99176115332136,0,0,0,0,0,1,1,0,0,1,0,0,23.351129363449694
34,False,0,0,1,0,0,0,1,1,0,0,1977.36,1759.85,0,1,3.0,1,1,16.0,10.0,140,5,21,6,7788,2012,5,20,6,-33.75003701346499,150.99176115332136,0,0,0,0,0,1,1,0,0,1,0,0,23.351129363449694
35,True,0,1,0,1,0,0,1,0,1,1,795.34,101.58,0,1,3.0,1,1,16.0,10.0,338,12,5,1,0,1991,1,23,2,-33.75003701346499,150.99176115332136,0,0,0,0,0,1,1,0,0,1,0,0,23.351129363449694
36,False,0,1,1,0,0,0,1,1,1,1,363.01,290.41,0,1,3.0,1,1,16.0,10.0,35,2,5,6,4280,2002,10,12,5,-33.75003701346499,150.99176115332136,0,0,0,0,0,1,1,0,0,1,0,0,23.351129363449694
37,True,0,1,1,0,0,0,1,1,0,0,1661.92,1479.11,0,1,3.0,1,1,16.0,10.0,308,11,5,6,6621,2009,3,10,1,-33.75003701346499,150.99176115332136,0,0,0,0,0,1,1,0,0,1,0,0,23.351129363449694
38,True,1,1,0,1,0,0,1,0,1,1,1636.9,44.71,0,1,3.0,1,1,16.0,10.0,352,12,19,1,620,1992,10,4,6,-33.75003701346499,150.99176115332136,0,0,0,0,0,1,1,0,0,1,0,0,23.351129363449694
39,False,0,0,1,0,0,1,0,0,1,1,1538.99,829.65,0,1,3.0,1,1,16.0,10.0,202,7,22,5,629,1992,10,13,1,-33.75003701346499,150.99176115332136,0,0,0,0,0,1,1,0,0,1,0,0,23.351129363449694
40,False,0,1,1,0,0,1,0,0,1,1,543.39,407.54,0,1,3.0,1,1,16.0,10.0,93,4,4,1,1268,1994,7,14,3,-33.75003701346499,150.99176115332136,0,0,0,0,0,1,1,0,0,1,0,0,23.351129363449694
41,True,0,0,0,1,0,0,1,0,1,1,441.49,84.99,0,1,3.0,1,1,16.0,10.0,36,2,6,0,5732,2006,10,3,1,-33.75003701346499,150.99176115332136,0,0,0,0,0,1,1,0,0,1,0,0,23.351129363449694
42,True,0,1,0,0,0,0,1,0,1,1,60.34,45.26,0,1,56.0,0,1,12.0,10.0,110,4,21,4,906,1993,7,17,5,-33.688336075428566,150.93352293571428,0,0,0,0,0,1,1,1,0,0,1,0,42.92950034223135
43,True,0,0,1,0,0,1,0,0,1,1,792.9,594.68,0,1,56.0,0,1,12.0,10.0,230,8,19,5,620,1992,10,4,6,-33.688336075428566,150.93352293571428,0,0,0,0,0,1,1,1,0,0,1,0,42.92950034223135
44,True,0,1,1,0,0,0,1,1,0,0,1661.92,1479.11,0,1,56.0,0,1,12.0,10.0,45,2,15,2,2119,1996,11,11,0,-33.688336075428566,150.93352293571428,0,0,0,0,0,1,1,1,0,0,1,0,42.92950034223135
45,False,0,1,1,0,0,0,1,0,1,0,1216.14,1082.36,0,1,56.0,0,1,12.0,10.0,190,7,10,0,1268,1994,7,14,3,-33.688336075428566,150.93352293571428,0,0,0,0,0,1,1,1,0,0,1,0,42.92950034223135
46,False,0,0,1,1,0,1,0,0,1,2,1894.19,598.76,0,1,56.0,0,1,12.0,10.0,148,5,29,0,0,1991,1,23,2,-33.688336075428566,150.93352293571428,0,0,0,0,0,1,1,1,0,0,1,0,42.92950034223135
47,False,0,1,0,0,0,0,1,0,1,1,1292.84,13.44,1,0,67.0,2,0,18.0,6.0,195,7,15,5,6656,2009,4,14,1,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
48,True,0,0,1,0,0,0,1,0,1,1,642.7,211.37,1,0,67.0,2,0,18.0,6.0,132,5,13,5,4078,2002,3,24,6,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
49,False,0,1,0,1,0,0,1,0,1,1,235.63,125.07,1,0,67.0,2,0,18.0,6.0,206,7,26,2,4947,2004,8,9,0,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
50,False,0,1,0,1,0,1,1,1,1,1,1073.07,933.84,1,0,67.0,2,0,18.0,6.0,186,7,6,3,2196,1997,1,27,0,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
51,False,0,1,0,1,0,0,1,0,1,1,1227.34,770.89,1,0,67.0,2,0,18.0,6.0,204,7,24,0,1297,1994,8,12,4,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
52,False,0,0,1,1,0,1,0,1,1,0,1720.7,1531.42,1,0,67.0,2,0,18.0,6.0,240,8,29,1,5732,2006,10,3,1,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
53,True,0,0,0,1,0,0,1,1,0,2,1842.92,1105.75,1,0,67.0,2,0,18.0,6.0,282,10,10,1,1737,1995,10,26,3,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
54,True,0,0,1,1,0,1,0,0,1,1,533.51,400.13,1,0,67.0,2,0,18.0,6.0,310,11,7,1,7805,2012,6,6,2,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
55,False,0,1,1,0,0,1,0,0,1,1,544.05,376.84,1,0,67.0,2,0,18.0,6.0,99,4,10,0,5388,2005,10,24,0,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
56,True,0,0,1,0,0,0,1,1,0,1,1129.13,677.48,1,0,67.0,2,0,18.0,6.0,141,5,22,0,5314,2005,8,11,3,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
57,True,0,0,1,0,0,0,1,0,1,2,1635.3,993.66,1,0,67.0,2,0,18.0,6.0,139,5,20,5,8175,2013,6,11,1,-27.358549205388638,153.03367592074898,0,0,0,0,1,0,0,0,0,1,0,1,50.38740588637919
58,False,0,0,0,1,0,0,1,0,1,2,1071.23,380.74,0,1,97.0,2,1,6.0,4.0,221,8,10,3,196,1991,8,7,2,-27.71890462307692,153.01262562,0,0,0,0,1,0,0,1,0,0,0,1,34.5242984257358
59,True,0,0,0,1,0,0,1,0,1,1,1151.96,649.49,0,1,97.0,2,1,6.0,4.0,160,6,10,5,7750,2012,4,12,3,-27.71890462307692,153.01262562,0,0,0,0,1,0,0,1,0,0,0,1,34.5242984257358
60,False,0,1,0,0,0,1,1,0,1,1,1466.68,363.25,0,1,97.0,2,1,6.0,4.0,111,4,22,5,5434,2005,12,9,4,-27.71890462307692,153.01262562,0,0,0,0,1,0,0,1,0,0,0,1,34.5242984257358
61,False,0,1,0,1,0,0,1,1,0,1,227.88,136.73,0,1,97.0,2,1,6.0,4.0,43,2,13,0,6039,2007,8,6,0,-27.71890462307692,153.01262562,0,0,0,0,1,0,0,1,0,0,0,1,34.5242984257358
62,True,0,0,0,1,0,0,1,1,1,1,945.04,507.58,0,1,97.0,2,1,6.0,4.0,96,4,7,4,7359,2011,3,18,4,-27.71890462307692,153.01262562,0,0,0,0,1,0,0,1,0,0,0,1,34.5242984257358
63,True,0,1,0,0,0,0,1,0,1,1,1231.15,161.6,0,1,65.0,0,0,12.0,8.0,241,8,30,2,4957,2004,8,19,3,-28.122921646644294,153.46923910184566,0,0,0,0,1,0,1,0,0,1,1,0,24.145106091718002
64,False,0,0,1,1,0,0,1,0,1,0,1386.84,1234.29,0,1,65.0,0,0,12.0,8.0,12,1,13,4,4579,2003,8,7,3,-28.122921646644294,153.46923910184566,0,0,0,0,1,0,1,0,0,1,1,0,24.145106091718002
65,False,0,0,1,0,0,0,1,0,1,2,1765.3,709.48,0,1,65.0,0,0,12.0,8.0,330,11,27,0,4934,2004,7,27,1,-28.122921646644294,153.46923910184566,0,0,0,0,1,0,1,0,0,1,1,0,24.145106091718002
66,True,0,0,1,1,0,1,0,0,1,1,290.62,215.14,0,1,65.0,0,0,12.0,8.0,81,3,23,3,5080,2004,12,20,0,-28.122921646644294,153.46923910184566,0,0,0,0,1,0,1,0,0,1,1,0,24.145106091718002
67,False,0,1,0,1,0,0,1,0,1,1,795.34,101.58,0,1,65.0,0,0,12.0,8.0,349,12,16,5,2211,1997,2,11,1,-28.122921646644294,153.46923910184566,0,0,0,0,1,0,1,0,0,1,1,0,24.145106091718002
68,True,0,0,0,1,0,1,0,0,1,0,1703.52,1516.13,0,1,65.0,0,0,12.0,8.0,73,3,15,2,7390,2011,4,18,0,-28.122921646644294,153.46923910184566,0,0,0,0,1,0,1,0,0,1,1,0,24.145106091718002
69,False,0,0,1,1,0,0,1,1,0,1,358.39,215.03,0,1,65.0,0,0,12.0,8.0,283,10,11,2,4743,2004,1,18,6,-28.122921646644294,153.46923910184566,0,0,0,0,1,0,1,0,0,1,1,0,24.145106091718002
70,True,0,1,0,1,0,0,1,0,1,1,1227.34,770.89,0,1,65.0,0,0,12.0,8.0,362,12,29,4,1297,1994,8,12,4,-28.122921646644294,153.46923910184566,0,0,0,0,1,0,1,0,0,1,1,0,24.145106091718002
71,False,0,0,1,0,0,0,1,1,0,1,1129.13,677.48,0,1,65.0,0,0,12.0,8.0,286,10,14,5,5314,2005,8,11,3,-28.122921646644294,153.46923910184566,0,0,0,0,1,0,1,0,0,1,1,0,24.145106091718002
72,False,0,1,0,1,0,1,0,1,0,2,12.01,7.21,0,1,65.0,0,0,12.0,8.0,86,3,28,1,6621,2009,3,10,1,-28.122921646644294,153.46923910184566,0,0,0,0,1,0,1,0,0,1,1,0,24.145106091718002
73,False,0,0,1,1,1,0,0,1,1,1,574.64,459.71,1,0,53.0,0,0,16.0,8.0,16,1,17,1,7525,2011,8,31,2,-33.93054862666666,150.91071889757575,0,0,0,0,0,1,0,1,0,0,1,1,46.35728952772074
74,True,0,1,1,0,0,0,1,0,1,1,1555.58,818.01,1,0,53.0,0,0,16.0,8.0,242,8,31,3,4614,2003,9,11,3,-33.93054862666666,150.91071889757575,0,0,0,0,0,1,0,1,0,0,1,1,46.35728952772074
75,False,0,0,0,1,0,0,1,0,1,1,575.27,431.45,1,0,53.0,0,0,16.0,8.0,179,6,29,3,8086,2013,3,14,3,-33.93054862666666,150.91071889757575,0,0,0,0,0,1,0,1,0,0,1,1,46.35728952772074
76,True,0,1,0,0,0,0,1,0,1,0,175.89,131.92,1,0,53.0,0,0,16.0,8.0,319,11,16,3,4409,2003,2,18,1,-33.93054862666666,150.91071889757575,0,0,0,0,0,1,0,1,0,0,1,1,46.35728952772074
77,True,0,1,0,1,0,0,1,1,0,1,227.88,136.73,1,0,53.0,0,0,16.0,8.0,182,7,2,6,4400,2003,2,9,6,-33.93054862666666,150.91071889757575,0,0,0,0,0,1,0,1,0,0,1,1,46.35728952772074
78,True,0,1,0,0,0,1,1,0,1,2,1362.99,57.74,1,0,53.0,0,0,16.0,8.0,14,1,15,6,820,1993,4,22,3,-33.93054862666666,150.91071889757575,0,0,0,0,0,1,0,1,0,0,1,1,46.35728952772074
79,True,0,1,0,1,0,0,1,1,1,1,71.16,56.93,0,1,14.0,1,1,7.0,9.0,4,1,5,3,8913,2015,6,19,4,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
80,True,0,0,0,1,0,0,1,0,1,2,1071.23,380.74,0,1,14.0,1,1,7.0,9.0,41,2,11,5,9145,2016,2,6,5,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
81,True,0,1,0,1,0,0,1,0,1,1,183.86,137.9,0,1,14.0,1,1,7.0,9.0,171,6,21,2,7520,2011,8,26,4,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
82,False,0,1,0,1,0,0,1,0,1,1,235.63,125.07,0,1,14.0,1,1,7.0,9.0,186,7,6,3,3108,1999,7,28,2,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
83,False,0,0,1,0,0,0,1,0,1,2,569.56,528.43,0,1,14.0,1,1,7.0,9.0,290,10,18,2,105,1991,5,8,2,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
84,True,0,1,0,1,0,1,0,0,1,0,1810.0,1610.9,0,1,14.0,1,1,7.0,9.0,92,4,3,0,4409,2003,2,18,1,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
85,True,0,1,0,1,0,1,1,1,1,1,1073.07,933.84,0,1,14.0,1,1,7.0,9.0,274,10,2,0,8274,2013,9,18,2,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
86,False,0,1,1,0,0,1,0,0,1,1,544.05,376.84,0,1,14.0,1,1,7.0,9.0,258,9,16,5,9451,2016,12,8,3,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
87,True,0,1,0,1,0,0,1,1,0,1,2005.66,1203.4,0,1,14.0,1,1,7.0,9.0,13,1,14,5,6656,2009,4,14,1,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
88,False,0,1,0,1,0,0,1,0,1,1,1227.34,770.89,0,1,14.0,1,1,7.0,9.0,290,10,18,2,1297,1994,8,12,4,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
89,True,0,1,0,1,0,0,1,1,0,1,227.88,136.73,0,1,14.0,1,1,7.0,9.0,74,3,16,3,290,1991,11,9,5,-33.928422025,150.8455841675,0,0,0,0,1,0,1,1,0,0,1,1,43.006160164271044
90,True,0,0,1,1,0,0,1,1,1,1,1057.51,154.4,0,1,73.0,0,0,8.0,11.0,56,2,26,6,1268,1994,7,14,3,-33.688336075428566,150.93352293571428,0,0,0,0,1,1,0,0,0,0,1,1,17.965776865160848
91,True,1,1,0,1,0,0,1,1,0,1,1458.17,874.9,0,1,73.0,0,0,8.0,11.0,293,10,21,5,5491,2006,2,4,5,-33.688336075428566,150.93352293571428,0,0,0,0,1,1,0,0,0,0,1,1,17.965776865160848
92,True,0,1,1,0,0,1,0,0,1,1,544.05,376.84,0,1,73.0,0,0,8.0,11.0,23,1,24,1,5388,2005,10,24,0,-33.688336075428566,150.93352293571428,0,0,0,0,1,1,0,0,0,0,1,1,17.965776865160848
93,True,0,0,1,1,1,0,0,1,1,1,574.64,459.71,0,1,73.0,0,0,8.0,11.0,17,1,18,2,7525,2011,8,31,2,-33.688336075428566,150.93352293571428,0,0,0,0,1,1,0,0,0,0,1,1,17.965776865160848
94,False,0,0,1,1,0,0,1,1,0,1,358.39,215.03,0,1,73.0,0,0,8.0,11.0,45,2,15,2,4743,2004,1,18,6,-33.688336075428566,150.93352293571428,0,0,0,0,1,1,0,0,0,0,1,1,17.965776865160848
95,True,0,0,1,0,0,0,1,1,0,1,1274.93,764.96,0,1,73.0,0,0,8.0,11.0,110,4,21,4,6039,2007,8,6,0,-33.688336075428566,150.93352293571428,0,0,0,0,1,1,0,0,0,0,1,1,17.965776865160848
96,True,0,0,1,1,0,0,1,0,1,0,1386.84,1234.29,0,1,73.0,0,0,8.0,11.0,97,4,8,5,4579,2003,8,7,3,-33.688336075428566,150.93352293571428,0,0,0,0,1,1,0,0,0,0,1,1,17.965776865160848
97,False,0,1,1,0,0,0,1,1,0,0,1661.92,1479.11,0,1,73.0,0,0,8.0,11.0,164,6,14,2,1327,1994,9,11,6,-33.688336075428566,150.93352293571428,0,0,0,0,1,1,0,0,0,0,1,1,17.965776865160848
98,False,0,0,1,0,0,1,0,0,1,1,1538.99,829.65,0,1,73.0,0,0,8.0,11.0,38,2,8,2,9145,2016,2,6,5,-33.688336075428566,150.93352293571428,0,0,0,0,1,1,0,0,0,0,1,1,17.965776865160848
99,False,0,1,0,0,0,0,1,0,1,1,1769.64,108.76,0,1,73.0,0,0,8.0,11.0,60,3,2,3,7413,2011,5,11,2,-33.688336075428566,150.93352293571428,0,0,0,0,1,1,0,0,0,0,1,1,17.965776865160848
100,False,0,1,1,0,0,0,1,1,0,0,1661.92,1479.11,0,1,31.0,0,0,13.0,5.0,252,9,10,6,1327,1994,9,11,6,-34.7281602207317,149.72823519390244,0,0,0,0,1,1,0,1,0,0,1,0,45.59069130732375
101,True,0,1,0,1,0,0,1,1,0,1,2005.66,1203.4,0,1,31.0,0,0,13.0,5.0,184,7,4,1,7750,2012,4,12,3,-34.7281602207317,149.72823519390244,0,0,0,0,1,1,0,1,0,0,1,0,45.59069130732375
102,True,0,1,0,0,0,1,1,0,1,1,1466.68,363.25,0,1,31.0,0,0,13.0,5.0,69,3,11,5,8442,2014,3,5,2,-34.7281602207317,149.72823519390244,0,0,0,0,1,1,0,1,0,0,1,0,45.59069130732375
103,True,0,0,1,0,0,0,1,0,1,1,642.7,211.37,0,1,31.0,0,0,13.0,5.0,322,11,19,6,4078,2002,3,24,6,-34.7281602207317,149.72823519390244,0,0,0,0,1,1,0,1,0,0,1,0,45.59069130732375
104,True,0,0,1,1,0,1,0,0,1,1,290.62,215.14,0,1,31.0,0,0,13.0,5.0,163,6,13,1,5080,2004,12,20,0,-34.7281602207317,149.72823519390244,0,0,0,0,1,1,0,1,0,0,1,0,45.59069130732375
105,False,0,1,0,1,0,0,1,0,1,1,235.63,125.07,0,1,31.0,0,0,13.0,5.0,192,7,12,2,4947,2004,8,9,0,-34.7281602207317,149.72823519390244,0,0,0,0,1,1,0,1,0,0,1,0,45.59069130732375
106,True,0,1,0,1,0,0,1,0,1,1,183.86,137.9,0,1,31.0,0,0,13.0,5.0,58,2,28,1,2448,1997,10,6,0,-34.7281602207317,149.72823519390244,0,0,0,0,1,1,0,1,0,0,1,0,45.59069130732375
107,False,0,0,1,0,0,1,0,1,1,0,590.26,525.33,0,1,31.0,0,0,13.0,5.0,192,7,12,2,7228,2010,11,7,6,-34.7281602207317,149.72823519390244,0,0,0,0,1,1,0,1,0,0,1,0,45.59069130732375
108,False,0,1,0,0,0,1,0,1,1,0,1172.78,1043.77,0,1,31.0,0,0,13.0,5.0,319,11,16,3,4280,2002,10,12,5,-34.7281602207317,149.72823519390244,0,0,0,0,1,1,0,1,0,0,1,0,45.59069130732375
109,False,0,1,0,0,0,1,1,0,1,2,1890.39,260.14,0,1,31.0,0,0,13.0,5.0,6,1,7,5,0,1991,1,23,2,-34.7281602207317,149.72823519390244,0,0,0,0,1,1,0,1,0,0,1,0,45.59069130732375
